àbac	ábaco
recopilatori	
record	lembrança
rècord	
recordació	
recordatori	
recordista	
recorregut	
recreació	
recreativista	
recria	
recriminació	
recruament	
recrudescència	
recrutament	
recta	
rectangle	
recte	
rectificació	
rectitud	
rector	
rectorat	
rectoria	
recuit	
recuita	
reculada	
recull	
recuperabilitat	
recuperació	
recuperador	
recurrència	
recurs	
recurs contenciós administratiu	
recurs d'alçada	
recursivitat	
recusació	
redacció	
redactor	
redefinició	
redempció	
redenominació	
redescobriment	
redescompte	
redesplegament	
redhibició	
redifusió	
redirecció	
redisposició	
redistribució	
rèdit	
redoblament	
redolí	
redox	
redreçament	
reducció	
reduccionisme	
reducte	
reductor	
redundància	
reduplicació	
reedició	
reedificació	
reeducació	
reelaboració	
reelecció	
reembarcament	
reembors	
reemborsament	
reembossament	
reemplaçament	
reencarnació	
reenganxament	
reentrenament	
reequilibri	
reequipament	
reerecció	
reescalfament	
reescalfat	
reescriptura	
reestructuració	
reetiquetatge	
reexamen	
reexaminació	
reexpedició	
reexportació	
ref.	
refacció	
referència	referência
referenciabilitat	
referèndum	
referent	
refetor	
refilet	
refinació	
refinament	
refinançament	
refinatge	
refineria	
reflectància	
reflectivitat	
reflector	
reflex	
reflexibilitat	
reflexió	
reflexivitat	
reflexologia	
reflotament	
reflux	
refocil·lació	
reforç	
reforçament	
reforestació	
reforma	
reformació	
reformatori	
reformisme	
reformista	
reformulació	
refosa	
refracció	
refractòmetre	
refractor	
refrangibilitat	
refrany	
refranyer	
refredament	
refredat	resfriado
refregada	
refresc	
refrigeració	
refrigerador	
refrigerant	
refrigeri	
refugi	
refugiat	
refundació	
refutació	
reg	
regadiu	
regadora	
regal	
regalèssia	
regalia	
regalisme	
regalíssia	
regant	
regany	
regasificació	
regata	
regateig	
regatge	
regató	
regència	regência
regeneració	
regeneracionisme	
regeneracionista	
regent	
reggae	
regicidi	
regidor	
regidoria	
règim	
regiment	
regimentació	
regina	
regió	região
regionalisme	
regionalista	
regionalitat	
regionalització	
registrador	
registre	
regla	regra
reglament	
reglamentació	
reglatge	
regle	régua
regleta	
regna	
regnat	
regne	reino
regne	reino
regosòl	
regrés	
regressió	
regressivitat	
regruix	
regruixadora	
reguarda	
reguera	
regueró	
reguitzell	
regulació	
regulador	
regularitat	
regularització	
regurgitació	
regust	
rehabilitació	
rehidratació	
rei	rei
reialesa	
reialisme	
reialme	
reial orde	
reietó	
reificació	
reimplant	
reimplantació	
reimportació	
reimposició	
reimpressió	
reincidència	
reincident	
reincorporació	
reindustrialització	
reinfecció	
reingrés	
reinicialització	
reinserció	
reinstal·lació	
reinstauració	
reintegració	
reintegrament	
reinterpretació	
reintroducció	
reinvenció	
reinversió	
reiteració	
reivindicació	
reixa	grade
reixat	
reixeria	
reixeta	
rejoveniment	
rejuntada	
relació	relação
relació detallada	
relat	
relativisme	
relativitat	
relativització	
relator	
relaxació	
relé	
relectura	
relegació	
relegament	
religió	religião
religiós	
religiositat	
relíquia	relíquia
reliquiari	
rellançament	
rellatinització	
relleu	
rellevància	
rellevista	
relliscada	
rellom	
rellonejador	
rellotge	relógio
rellotge de pèndol	
rellotger	
rellotgeria	
relluc	
relocalització	
rem	remo
rema	
rematada	
rematant	
remei	remédio
remeier	
rememoració	
remenada	
remer	
remesa	
reminiscència	
remissibilitat	
remissió	
remitent	
remoció	
remodelació	
rèmol	
remolatxa	
remolc	
remolcador	
remolcatge	
remolí	
remolinador	
remor	
rèmora	
remordiment	
remugant	
remuneració	
ren	rena
renacionalització	
renaixement	
Renaixença	
renaixentista	
renda	
rendibilitat	
rendibilització	
rendició	
rendiment	
rendista	
renec	
renegociació	
rengle	
reni	rénio
renom	
renou	
renovació	
rent	
rentabilitat	
rentada	
rentadora	
rentamans	
rentat	
rentatge	
rentaülls	
rentavaixella	
renúncia	
renunciació	
renunciant	
reny	
renyada	
renyina	
renyó	
renyonada	
renyonera	
reobertura	
reologia	
reòmetre	
reordenació	
reordenament	
reorganització	
reorientació	
reparació	
reparador	
reparcel·lació	
repartició	
repartidor	
repartiment	
repàs	
repatriació	
repèl	
repel·lent	
repercussió	
repertori	
repertorització	
repesca	
repetició	
repetició de trucada	
repetidor	
repeu	
repic	
replà	
replanell	
replantació	
replanteig	
replantejament	
replegament	
rèplica	
replicació	
repoblació	
repoblador	
repoblament	
repolarització	
reponderació	
reportatge	
reporter	
reporterisme	
repòs	
reposabraços	
reposacanells	
reposacaps	
reposador	
reposapeus	
reposició	
reposició de prima	
reposicionament	
repositori	
repotenciació	
reprecipitació	
reprensió	
represa	
represàlia	
representació	
representant	
representativitat	
repressió	
reprimenda	
reprivatització	
rèprobe	
reprocessament	
reproducció	
reproductibilitat	
reproductivitat	
reproductor	
reproductor de discs compactes	
reprografia	
reprogramació	
reprotxe	
reprovació	
reptació	
repte	
rèptil	
republicà	
república	
republicanisme	
repudi	
repudiació	
repugnància	
repujat	
repulsa	
repulsió	
repunt	
reputació	
requadre	
requalificació	
requeriment	
requeriment exprés	
rèquiem	
requisa	
requisició	
requisit	
requisit perfet	
reradiació	
rerecor	
rerefons	
rereguarda	
rescabalament	
rescat	
rescatador	
rescissió	
resclosa	
rescripte	
reserva	
reservació	
reservista	
resguard	
residència	
resident	
residu	
resignació	
resiliència	
resina	
resina epoxi	
resistència	
resistència física	
resistivitat	
resistor	
res nullius	
resocialització	
resolució	
resorció	
respatller	
respectabilitat	
respecte	
res per suposat	
respir	
respiració	
respirador	
respirall	
resplendor	
respons	
responsabilitat	responsabilidade
responsabilització	
responsable	
responsori	
resposta	
resposta de freqüència	
resquícies	
ressaca	
resseguiment	
ressembrada	
ressentiment	
ressenya	
ressò	
ressol	
ressonador	
ressonància	
ressorgiment	
ressort	
ressurgència	
ressuscitació	
rest	
resta	
restabliment	
resta Estat	
restant	
restauració	
restaurador	
restaurant	restaurante
restitució	
restoll	
restrenyiment	
restricció	
restricció de trànsit	
resulta	
resultant	
resultat	
resum	
resurrecció	ressurreição
retall	
retallada	
retallament	
retard	
retardació	
retardador	
retaule	
retaxació	
retecnologització	
retenció	
retenidor	
reticència	
reticle	
reticulació	
reticulat	
reticulòcit	
retina	
retinitis	
retinoblastoma	
retinografia	
retinopatia	
retir	
retirada	
retirança	
retoc	
rètol	
retolació	
retolador	
retolament	
retòrica	
retorn	
retorn de carro	
retorsió	
retorta	
retracció	
retractació	
retractament	
retractilitat	
retraïment	
retransmissió	
retrat	
retrat a l'oli	
retratista	
retratística	
retret	
retribució	
retroacció	
retroactivitat	
retroadaptació	
retroalimentació	
retrobament	
retrocés	
retrocessió	
retrodonació	
retroexcavadora	
retroferbulador	
retrogradació	
retrogressió	
retronxa	
retroprojector	
retrospecció	
retrotracció	
retrovenda	
retroversió	
retroviral	
retrovirus	
retrovisor	
retruc	
reu	
reubicació	
reüll	
reumatisme	
reumatòleg	
reunificació	
reunió	
reurbanització	
reutilització	
revacunació	
revàlida	
revalidació	
revaloració	
revaluació	
revegetació	
revelació	
revenda	
revengisme	
reveniment	
revenja	
reverberació	
reverència	
reverend	
revers	
reversibilitat	
reversió	
revés	
revestiment	
revetlla	
reviscolament	
revisió	
revisió mèdica	
revisionisme	
revisionista	
revisor	
revista	
revister	
revitalització	
revivificació	
revocabilitat	
revocació	
revolada	
revolt	
revolta	
revoltim	
revoltó	
revolució	
revolucionari	
revòlver	
revulsiu	
RGB	
RH	
rhythm and blues	
ria	
rialla	
riallada	
rialleta	
riba	
ribàs	
ribera	
riboflavina	
ribonucleòtid	
ribosoma	
ribot	desbastador
ricí	
rictus	
ridiculesa	
ridiculització	
riellera	
riera	
rieró	
rierol	
rifa	
rifada	
rifampicina	
rifle	
rift	
rigidesa	
rigola	
rigor	
rigorisme	
rigor mortis	
rigorositat	
rima	
rimaia	
ring	
rinitis	
rinoceront	
rinologia	
rinoplàstia	
rínxol	
rinxolet	
riota	
riquesa	
risc	
risibilitat	
risotto	
ristocetina	
ritme	
ritu	
ritual	
ritualisme	
ritualitat	
riu	rio
riuada	
riure	rir
riure	riso
rival	
rivalitat	
rivet	
rizoma	
RL	
Rnd.	
RO	
ROA	
roba	roupa
roba bruta	
roba de cambra	
roba de llit	
roba de treball	
roba interior	
robament	
robatori	roubo
robí	rubi
roboració	
robot	robot
robòtica	
robustesa	
roca	
rocafort	
rock	
rockabilly	
rock and roll	
rock-and-roll	
rocker	
rococó	
rocòdrom	
roda	roda
roda de premsa	
roda d'evacuació	
rodadura	
rodal	
rodalia	
rodalies	
rodament	
rodanxa	
rodatge	
rodera	
rodet	
rodeta	
rodi	ródio
rododendre	
rodolí	
rodonesa	
rodonita	
ROE	
roentgeni	roentgénio
rogació	
rogle	
rohingya	
roibos	
roig	
rol	
roleu	
rom	
ROM	
romà	
romana(3)	
romanç	
romancer	
romand	
romanent	
romanès	
romaní	alecrim
romaní	romani
romanista	
romanització	
romanticisme	
romanx	
rombe	
romboide	
romer	
romeria	
romiatge	
rompent	
rompiment	
ronc	
roncopatia	
ronda	
rondalla	
rondell	
rondinaire	
rondó	
ronquera	
ronsal	
ronya	
ronyó	rim
ronyonera	
ros	
rosa	rosa
rosada	
rosari	
rosassa	
rosca	
roscat	
rosegada	
rosegador	
rosegó	
rosella	papoila
roser	
roserar	
roseta	
rosetó	
rosquilla	
ròssec	
rossellona	
rossellonès	
rossí	
rossinyol	
rossola	
rosta	
rostidor	
rostit	
rostoll	
rostre	
rot	
rotació	
rotacisme	
rotatiu	
rotativa	
rotífer	
rotle	
rotlle	
rotllo	
rotonda	
rotor	
ròtula	
rotunditat	
round	
roure	carvalho
roureda	
rovell	
rovell de l'ou	
rovell d'ou	
rovelló	
rpm	
RPR	
rua	
ruandès	
rubefacció	
rubèola	
rubidi	rubídio
ruble	
rubor	
rúbrica	
ruc	
rudesa	
rudiment	
rufa	
rufià	
rugbi	
rugby	
rugositat	
ruibarbre	
ruina	
ruïna	
ruixador	
ruixat	
ruleta	
rumb	
rumba	
rumor	
rumorologia	
runa	
runam	
runar	
rupia	
ruptor	
ruptura	
ruralitat	
ruralització	
rus	
rusc	colmeia
ruscador	
russificació	
russòfon	
rusticitat	
ruta	
ruteni	ruténio
rutherford	
rutherfordi	rutherfórdio
rútil	
rutina	
rutinització	
s	
SA	
S.A.	
sa altesa	
saba	seiva
sabana	
sàbat	
sabata	sapato
sabatada	
sabata de xarol	
sabater	
sabateria	
sabatilla	
saber	saber
saber	saber
saber	saber
saber	saber
sabí	
sabó	sabão
saboga	alauzo
saboga	sável
sabonera	
sabor	sabor
sabor de nata	
sabotatge	
sabotejador	
sabre	
sac	
saca	
sacarina	
sacarosa	
sac embrionari	
sacerdoci	
sacerdot	
sacietat	
sacra	
sacre	
sacrifici	
sacrilegi	
sacsada	
sacseig	
sacsejada	
sàcul	
sàdic	
sadisme	
sadomasoquisme	
safareig	
safari	
safata	
safir	
safrà	
saga	
sagacitat	
sagal	
sagetera	
sagí	
sagitari	
sagnia	
sagrament	sacramento
sagrari	
sagristà	sacristão
sagristia	
saharià	
sahrauí	
sainet	
saixenc	
sajolida	
sal	sal
sala	
salabror	
salacitat	
sala d'actes	
saladar	
sala de ball	
sala de reunions	
sala d'espera	
sala d'estar	
saladura	
salafisme	
salafista	
salamandra	
salami	
salaó	
salari	
salconduit	
saldo	
saldo mitjà	
saler	
saleta	
salicorn	
salina	
salinitat	
salinització	
saliva	
salivació	
salivada	
salivera	
salm	
salmer	
salmó	
salmòdia	
salmonel·la	
Salmonella spp	
salmonel·losi	
salmònid	
salmorejo	
salmorra	
salnitre	
saló	
salomonès	
salsa	molho
salsitxa	
salsitxó	
salt	salto
saltador	
salt al buit	
saltamartí	
salt d'alçada	
salt de llargada	
salt de pont	
salteri	
saltimbanqui	
saltiri	
salt sense impuls	
salubritat	
salut	
salutació	
salva	
salvació	
salvador	
salvadoreny	
salvaguarda	
salvament	
salvaocells	
salvatge	
salvatgisme	
salvatjada	
sàlvia	
salze	
sàmara	
samari	samário
samarreta	camiseta
samba	
sambori	
samfaina	
SAMU	
samurai	
sanatori	
sanció	
sàndal	sândalo
sandàlia	
sandinista	
sandvitx	
sandvitxera	
sanefa	
sanejament	
sang	
sanglot	
sangonera	
sanitat	
sant	santo
sant	santo
santalucià	
santedat	
santificació	
sant i senya	
santoral	
santuari	
sanvicentí	
sanvincentí	
saó	
saotomès	
sapa	
sapador	
sapastre	
sapiència	
saponificació	
saponita	
sapròfit	
saqueig	
saquejador	
sarabanda	
saragossà	
saragossista	
sarcasme	
sarcocist	
sarcòfag	
sarcoma	
sarcòmer	
sarcoplasma	
sard	
sardana	
sardina	sardino
sardòfon	
sargantana	lagartixa
Sargassos	
sarja	
sàrmata	
sarment	
sarna	
sarraí	
sàrria	
sarró	
sarsa	
sarsuela	
sa senyoria	
sassànida	
sasserès	
sastre	
sastreria	
sastret	
satanisme	
satèl·lit	satélite
sàtir	
sàtira	
satisfacció	satisfação
sàtrapa	
satrapia	
saturabilitat	
saturació	
saturnisme	
saüc	
saudita	
sauna	
saure	
saurí	
sauròpode	
sautor	
savi	
saviesa	sabedoria
savina	
savina de muntanya	
savina turífera	
savoià	
savoir faire	
saxó	
saxofon	
saxòfon	
saxofonista	
scheelita	
SCIB	
SCOOP	
scrimmage	
sebòlit	
seborrea	
SEC	
seca	
secà	
secció	
seccionador	
seccionament	
secessió	
secessionisme	
secessionista	
secreció	
secret	
secretari	
secretaria	
secretariat	
Secretariat de Promoció del Valencià	
secreter	
secretisme	
secta	
sectarisme	
sector	
secularisme	
secularitat	
secularització	
secundina	
securista	
seda	seda
sedació	
sedan	
sedant	
sedàs	
sedatiu	
sedentari	
sedentarisme	
sedició	
sediment	
sedimentació	
sedimentologia	
seducció	
seductor	
sefardita	
sega	
segador	
segall	
segell	selo
segell	selo
segellament	
segle	século
segment	
segmentació	
segó	
sègol	
segon	segundo
segon d'arc	
segregació	
segregacionisme	
segregacionista	
segrest	
segrestador	
segrestant	
seguici	
seguidilla	
seguidisme	
seguidor	
seguiment	
seguit	
seguretat	
seient	
seitan	
seitó	antchoya
seixantena	
selecció	
seleccionador	
seleccionisme	
selectivitat	
selector	
seleni	selénio
selenita	
seleniur	
selenògraf	
selenur	
selèucida	
sella	
selló	
selva	selva
selva pluvial	
semàfor	semáforo
semàntica	
semblança	
semblant	
sembrador	
sembrat	
semen	
sement	
semental	
sementer	
semestre	
semicercle	
semicircumferència	
semiconductor	
semicorxera	
semicultisme	
semidesintegració	
semidistància	
semieix	
semifinal	
semifinalista	
semifusa	
seminari	
seminarista	
semiòleg	
semiologia	
semiòtica	
semiplà	
semireacció	
semirecta	
semiremolc	
semisoterrani	
semitò	
semiurbà	
sèmola	
sempreviva	
senador	
senat	senado
senda	
sender	
sendera	
sender de gran recorregut	
senderisme	caminhadas
senderista	
senectut	
senegalès	
senescal	
senet	
senglar	javali
sénia	
senilitat	
sènior	
senó de popa	
sensació	
sensacionalisme	
sensatesa	
sensibilitat	
sensibilització	
sensibleria	
sensor	
sensualisme	
sensualitat	
sentència	
sentiment	
sentimentalisme	
sentimentalitat	
sentina	
sentinella	
sentit	
sentor	
seny	
senya	
senya d'identitat	
senyal	
senyal de trànsit	
senyalística	
senyalització	
senyalitzador	
senyera	
senyor	
senyoratge	
senyoret	
senyoria	
senyoriu	
senzillesa	
sèpal	
separació	
separació de l'Estat	
separata	
separatisme	
separatista	
separatriu	
sepeli	
SEPI	
sépia	
SEPLA	
sèpsia	
septe	
septenni	
septet	
septicèmia	
sepulcre	
sepultura	
sequedat	
seqüela	
sequència	
seqüència	sequência
seqüenciació	
seqüenciador	
seqüenciament	
sequera	
séquia	
sequiatge	
sèquit	
serafí	
serbi	
serbobosnià	
serbocroat	
serdab	
serena	
serenata	
serenitat	
serenor	
serf	
sergent	
seriació	
serial	
serialització	
sericicultura	
sèrie	
sèrie de televisió	
serietat	
serigrafia	
seriositat	
serjant	
sermó	sermão
serogrup	
serologia	
seroma	
seropositiu	
serosa	
serositat	
seroteràpia	
serotip	
serotipus	
serotonina	
serp	cobra
serpentí	
serpentina	
serra	serra
serra de biaixos	
serradell	
serra de metall	
serra de trepar	
serradís	
serradora	
serradura	
serral	
serralada	cordilheira
serrall	
serraller	
serralleria	
serra mecànica	
serratge	
serrell	
sèrum	
sèrum de llet	
serva	
SERVEF	
servei	
servei d'àpats	
servei del metro	
servei de metro	
serveis viaris	
servent	
servici	
servidor	
servilisme	
servitud	
servoaccionament	
servofrè	
servomecanisme	
servomotor	
servosistema	
ses	
sèsam	
sessió	
sesterci	
set	sete
set	sede
setantena	
setciències	
setè	
setembre	setembro
setge	cerco, sítio
setí	
setmana	semana
setmanari	
setmana santa	
setrill	azeiteira
setrilleres	
setter	
seu	sé
seu premacial	
severitat	
sevícia	
sevillà	
sevillista	
sexagenari	
sexe	
sexenni	
sexe virtual	
sexisme	
sexòleg	
sexologia	
sextant	
sextet	
sèxtuple	
sexualitat	
seychellès	
SG	
SGAE	
SGBD	
shogunat	
show	
SICA	
sicari	
sicilià	
sicòmor	
sida	
sidecar	
siderita	
siderúrgia	
sidra	
sierraleonès	
sífilis	
sifó	
sifonòfor	
sigil	
sigil·lografia	
sigla	
siglatge	
sigmatisme	
signant	
signatari	
signatura	
signe	
significació	
significança	
significant	
significat	
sikhisme	
sildenafil	
silenci	silêncio
silenciador	
silesià	
sílex	
sílfide	
silicat	
sílice	
silici	silício
silicona	
silicosi	
síliqua	
síl·laba	
sil·labari	
sil·logisme	silogismo
silueta	
silur	
silvicultor	
silvicultura	
simbiont	
simbiosi	
símbol	símbolo
simbolisme	
simbolista	
simbolització	
simbologia	
simbomba	
simetria	
simfonia	
simi	
símil	
similitud	
simitarra	
simonia	
simpatia	
simpatitzant	
simplicitat	
simplificació	
simplisme	
simposi	
símptoma	
simptomatologia	
simulació	
simulacre	
simulador	
simultaneisme	
simultaneïtat	
sinagoga	
sinagües	
sinalefa	
sinapsi	
sinaptogènesi	
sinceritat	
sincinèsia	
sincípit	
sinclinal	
síncope	
sincretisme	
sincronia	
sincronisme	
sincronització	
sincronitzador	
sincrotró	
síndic	
sindicació	
sindicalisme	
sindicalista	
sindicat	
sindicatura	
síndic de greuges	provedor de justiça
síndrome	
sinècdoque	
sinecura	
sinergia	
sinestèsia	
singalès	
singaporià	
singladura	
singlet	
singlot	
singular	
singularitat	
sínia	
sinistralitat	
sínode	
sinònim	
sinonímia	
sinopsi	
sintagma	
sintasa	
sintaxi	
sinterització	
sintesi	
síntesi	
sintetitzador	
sintonia	
sintonització	
sintonitzador	
sinuositat	
sinus	
sinusitis	
sinusoide	
sionisme	
sionista	
sipai	
sípia	
sirena	sereia
sirià	
siríac	
sisal	
sisè	
sisme	
sísmic	
sismicitat	
sismoestratigrafia	
sismògraf	
sismograma	
sismòleg	
sismologia	
sismòmetre	
sisó	
sistema	
sistema 2-3-5	
sistema 4-2-4	
sistema 4-3-3	
sistema 4-4-2	
sistema antiretrocés	
sistema d'àudio	
sistema de fitxers	
sistema operatiu	
sistemàtica	
sistematicitat	
sistematització	
sístole	
sitja	
situació	
SIVE	
sivella	fivela
S. M.	
SMS	
snack	
so	som
soberanisme	
sobirà	
sobirania	
sobiranista	
sobra	
sobrant	
sobrassada	
sobre	
sobreabundància	
sobrealimentació	
sobreample	
sobrecapacitat	
sobrecàrrec	
sobrecàrrega	
sobrecoberta	
sobrecompensació	
sobrecost	
sobredosi	
sobredotació	
sobreeixidor	
sobreeiximent	
sobreentrenament	
sobreescalfament	
sobreesforç	
sobreestimació	
sobreexcitació	
sobreexplotació	
sobreexposició	
sobrefil	
sobreimpressió	
sobreintensitat	
sobrenom	
sobreocupació	
sobrepasturatge	
sobrepès	
sobrepesca	
sobrepoblació	
sobreposició	
sobrepressió	
sobrepreu	
sobreprima	
sobreproducció	
sobreprotecció	
sobrepuja	
sobrequalificació	
sobreregulació	
sobresalt	
sobresaturació	
sobreseïment	
sobresòl	
sobresou	
sobretaula	
sobretaxa	
sobretensió	
sobretò	
sobretot	
sobrevaloració	
sobrevaluació	
sobrevenda	
sobrevent	
sobrevivent	
sobrevol	
sobrietat	
soc	
soca	
socarrim	
socarrimador	
soci	
sociabilitat	
socialdemocràcia	
socialdemòcrata	
socialisme	
socialista	
socialització	
societat	
societat a guanys	
sociobiologia	
sociolecte	
sociòleg	
sociolingüista	
sociolingüística	
sociologia	
sociologisme	
sociòpata	
sociopsicologia	
sòcol	
socorrisme	
socorrista	
socors	
soda	
sodi	sódio
sodomia	
sofà	sofá
sofisma	
sofista	
sofisteria	
sofística	
sofisticació	
sofraja	
sofre	enxofre
sofregit	
sofriment	
softbol	
software	
soga	
sogre	sogro
soia	
soja	
sojorn	
sol	sol
sòl	solo
sola	sola
solaç	
solana	
solapa	
solapament	
solar	solar
solarització	
solc	sulco
soldadura	
soldanat	
soldat	
soldat d'infanteria	
solecisme	
solell	
solemnitat	
solenoide	
solera	
solfa	
solfeig	
sòlid	
solidaritat	
solidat	
solidesa	
solideu	
solidificació	
soliloqui	
solista	
solitari	
solitud	
sol·licitació	
sol·licitant	
sol·licitud	
solo	
solstici	
solter	
solteria	
soltesa	
solubilitat	solubilidade
solubilització	
solució	
solucionador	
solucionari	
solut	
solvatació	
solvència	
solvent	
soma	
somali	
somatotropina	
sometent	
somieig	
somier	
sòmines	
sommelier	
sommelieria	
somnambulisme	
somni	
somnífer	
somnolència	
somriure	
son	
sonall	
sonar	
sònar	
sonata	
sonda	
sondatge	
sondatge arqueològic	
sondeig	
sonet	
sonograma	
sonòmetre	
sonoritat	
sonorització	
sopa	sopa
sopar	ceia
sopera	
soprano	
sor	
sorbet	
sord	
sordesa	
sordidesa	
sordina	
sordmut	
sorell	
sorge	
sorgiment	
sorna	
sornegueria	
soroll	ruído
sorpresa	
sorra	areia
sort	sorte
sorteig	
sortida	
sortidor	
sortilegi	
SOS	
sosa càustica	
soscaire	
soscavació	
soscavament	
sospir	
sospita	suspeita
sospitós	
sostenibilitat	
sostenidor	
sosteniment	
sostingut	
sostracció	
sostrada	
sostre	teto
sot	
sota	
sotabosc	
sotagot	
sotana	
sotasignat	
sotavent	
soterrador	
soterrament	
soterrani	
sotmetiment	
sotrac	
sotragada	
sotscap	
sotsdirecció	
sotsdirector	
sotsgovernació	
sotsgovernador	
sotsinspector	
sotsintendent	
sotsobre	
sotsprefecte	
sots-prefecte	
sotsprefectura	
sots-prefectura	
sotssecretari	
sotssecretaria	
sotstinent	
sotsveguer	
sotsvegueria	
sou	
soul	
soviet	
soviètic	
sovietització	
spaghetti western	
Spiegel	
spin	
sprint	
Sputnik	
Sr.	
Sra.	
Sres.	
Srs.	
SS	
S. S.	
SS. MM.	
ssp.	
start-up	
statu quo	
statvolt	
Stm.	
stock options	
stop	
stripper	
striptease	
suavitat	
suavització	
subaltern	
subapartat	
subàrea	
subarrendament	
subbase	
subcadena	
subcampió	
subcampionat	
subcanal	
subcategoria	
subclasse	
subcomandant	
subcomissari	
subcomissió	
subcomitè	
subcompte	
subconjunt	
subconsciència	
subconscient	
subcontinent	
subcontractació	
subcontractat	
subcontracte	
subcontractista	
subcultura	
subdelegació	
subdelegat	
subdesenvolupament	
subdialecte	
subdirecció	
subdirector	
subdirectori	
súbdit	
subdivisió	
subdomini	
subducció	
subelement	
subepígraf	
subescala	
subespai	
subespècie	
subestació	
subestimació	
subestructura	
subfamília	
subfusell	
subgènere	
subgrup	
subhasta	
subhastador	
subíndex	
subinterval	
subjecció	
subjectador	
subjecte	
subjectivisme	
subjectivitat	
subjugació	
subjuntiu	
sublevació	
sublimació	
sublimitat	
subllinatge	
submarca	
submarí	
submarinisme	
submarinista	
submersió	
submesura	
subministrador	
subministrament	
submissió	
submòdul	
submón	
submúltiple	
subnivell	
subocupació	
subordinació	
subordinant	
subordinat	
subordre	
suborn	
subparcel·la	
subpartida	
subprefecte	
subprefectura	
subproblema	
subproducció	
subproducte	
subprograma	
subprojecte	
subpunt	
subratllat	
subregió	
subregne	
subrepresentació	
subrogació	
subrúbrica	
subrutina	
subsanació	
subscripció	
subscriptor	
subsecció	
subsecretari	
subsector	
subseqüència	
subseu	
subsidi	
subsidiació	
subsidiarietat	
subsistema	
subsistència	
subsp.	
substància	
substanciació	
substancialitat	
substància química	
substantiu	
substantivitat	
substitució	
substituent	
substitut	
substrat	
subtema	
subterfugi	
subtilesa	
subtipus	
subtítol	
subtitulació	
subtracció	
subtrahend	
subtram	
subunitat	
suburbi	
subvenció	
subvencionabilitat	
subvencionalitat	
subversió	
subxarxa	
subzona	
suc	
succedani	
succés	
successió	
successor	
succió	
suc gàstric	
suc pancreàtic	
sucralosa	
sucre	açúcar
sucrera	
suculència	
sucursal	
sud	
sudafricà	
sud-africà	
sud-americà	
sudanès	
sud-coreà	
sud-est	
sud-oest	
sudoku	
sudoració	
suec	
suècia	
suèter	
sufí	
suficiència	
sufisme	
sufix	
sufixació	
sufocació	
sufragi	
sufragisme	
suggerència	
suggeriment	
suggestió	
suïcida	
suïcidi	
suís	
suite	
sulfanilamida	
sulfat	
sulfatació	
sulfit	
sulfur	
sulla	
sultà	
sultanat	
suma	
suma de verificació	
sumador	
sumand	
sumari	
sumatori	
sumeri	
SUMMA	
súmmum	
sumptuositat	
sunnita	
suor	suor
supeditació	
superabundància	
superació	
superarma	
superàvit	
superbenefici	
supèrbia	
supercomissari	
superconductivitat	
superconductor	
supercontinent	
supercopa	
supercrèdit	
superdotació	
superdotat	
superego	
superestat	
superestructura	
superfamília	
superficialitat	
superficiari	
superfície	
superfície del país	
superfluid	
superfluïdesa	
superfluïtat	
superfosfat	
superheroi	
superhome	
superíndex	
superintendència	
superintendent	
superiora	
superioritat	
superjó	
superlatiu	
supermercat	supermercado
supernova	
supernumerari	
superordinador	
superordre	
superpoblació	
superpoder	
superposició	
superpotència	
superproducció	
supersimetria	
superstició	
superstrat	
supervendes	
supervisió	
supervisor	
supervivència	
supervivent	
superxeria	
supí	
suplantació	
suplement	
suplementació	
suplementarietat	
suplementaritat	
suplement de prima	
suplència	
suplent	
súplica	
suplicació	
suplicatori	
suplici	
suport	
suport de la família	
suposició	
supòsit	
supositori	
supraconductivitat	
supranacionalisme	
supranacionalitat	
supranacionalització	
suprapartidista	
supremacia	
suprematisme	
supressió	
supuració	
sura	
sureda	
surera	
surf	
surf de neu	
surfista	
suricata	
surinamès	
suro	cortiça
surra	
surrealisme	
surrealista	
susceptància	
susceptibilitat	
susdit	
sushi	
suspens	
suspensió	
suspensió de condemna	
suspensori	
suspicàcia	
sustentabilitat	
sustentació	
sutge	fuligem
sutura	
swazi	
swing	
t	
taba	
tabac	
tabacaire	
tabaquer	
tabaquisme	
tabernacle	
tabloide	tabloide
tabola	
tabú	
tabulació	
tabulador	
tac	
taca	mancha
tacada	
tachisme	
taciturnitat	
tacògraf	
tacòmetre	
tacte	
tàctic	
tàctica	
tadalafil	
tadjik	
taekwondo	
tafaner	
tafaneria	
tafetà	
tafilet	
tafur	
tahitià	
taifa	
taigà	
taiko	
tailandès	
taitxí	
taiwanès	
tala	
talaia	
talassocràcia	
talc	
talcoesquist	
taleca	
tàlem	
talent	
talibà	
talismà	
tall	
talla	
tallada	
tallador	
talladora	
tallaembotits	
tallafoc	
tallagespa	
tallamar	
tallapapers	
tallarina	
tallat	
tall de cabell	
tall d'electricitat	
tall de llum	
taller	oficina
tal·li	tálio
Talmud	
taló	talão
talonari	
talonari de xecs	
talòs	
talp	
talpera	
talús	
tàlveg	
TAM	
tamarinde	
tambor	
tamboret	
tamborí	
tamborinada	
tamboriner	
Tàmesi	
tàmil	
tamís	
tampó	
tamponament	
tam-tam	
tanatori	
tanc	
tanca	
tancament	
tancat	
tanda	
tàndem	
tangència	
tangent	
tangibilitat	
tango	
tangó	
taní	
tant	
tàntal	tântalo
tant de culpa	
tanzà	
taoisme	
